Product Name,Supplier Location,Quantity,Blockchain Transaction ID,Transportation Mode,Production Date,Transaction Date,Delivery Date,Soil Quality,Crop Health,pesticides used or not for growing crop,Total Supply Chain Days took to Deliver Product,Quality Assessment
Wheat,Ghaziabad,9425,0x2873d2b3bd5a17f9841bd2b9dd652c4532c8820c24f624d550aa5d4b5b2ffb34,Ship,2022-10-02,2022-12-09,2023-02-24,Low,Stunted,used,145,Low
Soybeans,Kota,7483,0x0a3e82989821ff3d65d9eee0d9f368fad6f6ac1be349f5bd43824b7e900b13a8,Ship,2023-11-03,2023-11-19,2023-12-18,High,Healthy,used,45,High
Wheat,Bhopal,4204,0xf30c2b7f7fec6ffa51f9cb6b5b4f820af369fb1f130546f9eb3e5655985462c6,Ship,2021-10-06,2021-11-09,2021-12-14,Medium,Stunted,used,69,Medium
Potatoes,Pune,7219,0x5ca93a6856fc9250488945de6e593de0c65fe92480db1088d0fb7cd618a556ee,Ship,2020-08-05,2020-08-23,2020-09-09,Low,Healthy,not_used,35,High
Wheat,Jaipur,5171,0x02fa40ede42300a379d9bd8081acf6e48bd47d7cb0f11df0daae59ad1e2d7399,Truck,2021-12-03,2022-02-18,2022-05-19,Low,Healthy,not_used,167,Low
Potatoes,Kolkata,1840,0x9adc351c3aad59c29e57cbbeb2d96e2092ce078ed3789ab20062b0b4aff74611,Ship,2021-08-03,2021-10-16,2022-01-14,Low,Healthy,used,164,Low
Potatoes,Navi Mumbai,8546,0x04665acaf2ff5bb0dde88e9c0ecb7278ca9d559f805c19c445e5fee47f29bb1a,Truck,2023-05-05,2023-05-21,2023-06-04,Medium,Healthy,used,30,High
Soybeans,Lucknow,9981,0xd3881ddcca4bcc9e2773ba1cd7e2ac8898c166b99e038031993516cdc3e12a65,Ship,2020-07-07,2020-09-09,2020-11-17,Low,Infected,not_used,133,Low
Corn,Ranchi,485,0xd813fe09f1ca88ba2348e8c4015b733614c2660792e8f2cef7fd77f2b13f1c32,Truck,2020-03-02,2020-04-12,2020-06-02,Low,Infected,used,92,Medium
Tomatoes,Pune,606,0x82ff3d0fe43f25830100cebd35413efa24df034a4e0dc1e60e4e1c2f295e233f,Air,2021-03-02,2021-05-12,2021-07-31,Low,Stunted,not_used,151,Low
Soybeans,Ranchi,8162,0xd1c75cec00ebdac494cceaae714b4776aeee14a72a42996d20ae2a2f10081e6d,Air,2020-07-07,2020-07-19,2020-07-31,High,Infected,not_used,24,High
Tomatoes,Dhanbad,2775,0xa8b7a2154ddb34037a552db582008a212523ebd30a7b15bba311380813f76ba2,Truck,2022-01-06,2022-03-23,2022-06-09,Medium,Infected,not_used,154,Low
Rice,Ranchi,1609,0x71361dea0b2d637bbdf33201961dbc0b8524b563b7d48882a0eee497be2b548b,Ship,2020-12-03,2021-02-06,2021-05-06,Low,Healthy,not_used,154,Low
Lettuce,Howrah,5792,0x4ce23b3b97d517165a24d367996971cfdb1fbda86bfd1263c326a9b238a4d59c,Air,2020-02-07,2020-03-13,2020-04-21,High,Healthy,used,74,Medium
Potatoes,Kalyan-Dombivali,6431,0x779e5fc61b2fe0bc7e5791d9f3bb0b9200fc9e537b32bb040eb5c3dd85c14c6e,Ship,2023-11-07,2023-12-17,2024-02-08,Low,Healthy,used,93,Medium
Rice,Ahmedabad,7428,0xb525b173c7b7c3a5d2704339c3a520a7f95af7dbb055cda8d1dcd5af7718c98c,Truck,2023-09-01,2023-09-22,2023-10-15,Low,Stunted,used,44,High
Corn,Ahmedabad,7752,0x1beee89a1f62e9feb7970209229eac316950bae170e607800d89a9c453d2c7a2,Ship,2020-04-07,2020-06-26,2020-08-29,High,Infected,not_used,144,Low
Corn,Srinagar,4806,0x413c7e58fc1b0cad282dc60974a0e4076a9603f894a6a14a45444b3a0948bca3,Truck,2020-05-06,2020-07-17,2020-09-16,Low,Stunted,used,133,Low
Rice,Rajkot,5306,0xe775a22c21436405ce6dc5a1fa662bbaed3f154c2a9a32c73269167370745851,Ship,2023-05-02,2023-05-22,2023-06-16,Low,Stunted,not_used,45,High
Rice,Howrah,6010,0x4298d5325b52dbd1f68341d236b8bb8618d6ae06e357028d0453a9df90c9ef18,Air,2022-12-04,2022-12-25,2023-01-18,High,Healthy,not_used,45,High
Wheat,Ranchi,4835,0x07d153d7554d9eafb816012108374e01676fdf0675d7733fdae8fb032af363e3,Truck,2022-01-01,2022-02-14,2022-04-14,Low,Stunted,not_used,103,Medium
Lettuce,Jaipur,8500,0xe8234d7cfe27d618036fe99bdd14d95e9c2cc9aeceb10dcd56f8fc9654b4d16c,Air,2022-11-01,2022-11-29,2022-12-23,Medium,Healthy,used,52,High
Lettuce,Jodhpur,6349,0xba5f55017e75b3c3a3dfe59c6e8fbc9f7723b5d67dfe783e0ae5a67b4e1788ca,Truck,2022-11-01,2023-01-18,2023-04-11,High,Infected,not_used,161,Low
Corn,Chandigarh,1534,0xaad87611b6bdf146374b28cb12effa96d25e04f6e567a077756c41685affc6e8,Ship,2022-11-07,2022-11-19,2022-12-12,Low,Stunted,used,35,High
Soybeans,Patna,2382,0x0a7a086eecae853d95afca047a3d7d37db9d48d53f6829cf6c3d6487264af898,Truck,2023-02-07,2023-05-05,2023-07-09,Medium,Stunted,used,152,Low
Potatoes,Jodhpur,3538,0x83699eda4460166fc4962c55c06d72bf4952f03ffbc339c540aa23321e385fca,Truck,2021-04-05,2021-05-03,2021-05-25,Low,Infected,not_used,50,High
Soybeans,Vijayawada,5573,0x08f89befca761d3500c1a4e2dd4f925eb3d9d325064f8870dc1f718017d287af,Truck,2023-12-06,2024-01-06,2024-02-22,High,Stunted,used,78,Medium
Rice,Lucknow,2600,0xb53d9b8c126541e4bc12c260ce9bd58d010a1e7b259295e9662a5dd5bf99aa39,Ship,2023-04-05,2023-07-02,2023-09-13,Low,Infected,not_used,161,Low
Soybeans,Aurangabad,7996,0xae74c77b3a3621f31743c732f4b206487bc6332b7cd5355c80c943ba2f804d6c,Air,2020-11-02,2020-11-23,2020-12-13,Medium,Healthy,not_used,41,High
Corn,Pune,8549,0xec39e494931eb7cbf08e0f724fc5b7571eec3e29954cc1d5ea6091faea55661a,Ship,2022-05-06,2022-06-03,2022-07-01,Low,Healthy,used,56,High
Tomatoes,Delhi,8444,0x1441101c21021dfbb4ba5c1359fe1defa702b29b0690c755a63f1c09e08668bf,Air,2022-08-04,2022-08-27,2022-09-21,Low,Infected,used,48,High
Tomatoes,Madurai,3624,0xe602269dc950f525ba12abd62161203737937b9ae216fc8498f25fdb8530c0c7,Truck,2023-05-03,2023-07-23,2023-10-02,Low,Stunted,not_used,152,Low
Lettuce,Hyderabad,8058,0x6511c086658bd4508f203899f058ac7d6570de4091f9d358ee1654139dd6efb8,Ship,2022-06-07,2022-06-26,2022-07-22,Medium,Infected,used,45,High
Rice,Nashik,4794,0xbb327980bc562b2e1f4dd77133da0648ee4a01945be02aeb2e3283030ed22292,Air,2023-09-01,2023-11-06,2024-01-13,Medium,Stunted,not_used,134,Low
Wheat,Navi Mumbai,5452,0x65f2617a71e3466022c62aaa1b4f9e745c0c268691e7f54eaaa15c51341e3da9,Ship,2021-04-07,2021-05-22,2021-07-16,Low,Healthy,used,100,Medium
Tomatoes,Ghaziabad,350,0x54eca8ffe29ec4b49f5e9961c05db8d7bd94761a6127644f346e5c0a03aa168a,Truck,2023-12-04,2024-02-15,2024-04-30,Low,Stunted,not_used,148,Low
Rice,Raipur,7208,0x2a8713c7600ed4b17549302dc752c0aaa1dd7b8664935dd440c7e77a05314f6a,Ship,2021-07-04,2021-08-14,2021-09-27,High,Stunted,used,85,Medium
Soybeans,Patna,6058,0xfe274266678af80b31efee0dec7fadd817621e4f807ffa412a16dc694bf20b6f,Ship,2023-10-01,2023-12-23,2024-02-29,High,Stunted,not_used,151,Low
Corn,Guwahati,4291,0xdfb8a330b6bfe36215f69bb23fbcae9536d2ad6670c4b7b176c0d0b48b9cd3f9,Ship,2020-09-02,2020-09-15,2020-10-07,Medium,Infected,used,35,High
Corn,Hyderabad,3958,0xf94bd8a21b7e9516ee27e7f05588f69601a1501136e86fd6c95399e56e0ebe5a,Air,2023-03-06,2023-03-20,2023-04-16,High,Stunted,not_used,41,High
Lettuce,Chandigarh,8147,0x82d7380038361594cb99ed7b9258816e272b7675681e3dfb3e6b8d8d8b84dd3f,Air,2020-08-02,2020-10-12,2020-12-23,Low,Healthy,used,143,Low
Rice,Vadodara,665,0x8373f3f0547b1d0c070a7df6c922e0808511a1146b7a9477e7b9f250ae42483c,Air,2021-07-02,2021-09-22,2021-12-10,High,Healthy,used,161,Low
Soybeans,Pune,4931,0xeda3b34254c1940223305bfa5e58927944d6bd461d08fde1af18cff5f3090c44,Ship,2022-03-07,2022-05-23,2022-08-08,Medium,Stunted,used,154,Low
Corn,Jabalpur,1068,0xc3a6c157ec266de402183f159c657b9f129abd4723c5b2446d1794d64e20d3a1,Ship,2023-12-07,2024-01-01,2024-01-19,Medium,Stunted,not_used,43,High
Soybeans,Chandigarh,4704,0x62476433069d9c98d361536ebdc5482b990448b8b43e21716ef6f3f2fd9dff8a,Ship,2022-02-04,2022-04-20,2022-07-02,Low,Healthy,used,148,Low
Potatoes,Madurai,5858,0x79e2faa0b044b78a32b178c4660563f9e4505ea2ebfec7801d82d7e08b9732a5,Truck,2021-02-02,2021-04-12,2021-07-10,Medium,Infected,not_used,158,Low
Lettuce,Kota,1498,0x3766455dd04040c26f3a49a337367ab879150e010a07c925108b56c547bbfc8b,Truck,2022-11-04,2022-11-17,2022-12-03,High,Healthy,used,29,High
Rice,Madurai,7124,0x0980edbab3d10797c7e0c452a51f5cb2be07710a3b0c557229e08e9693579379,Truck,2022-08-06,2022-08-26,2022-09-09,Medium,Healthy,not_used,34,High
Lettuce,Ranchi,2704,0x7b5683e6cafe6cd959f34cff3621e6fd7ecd33d4d46fcbe8293915f99eda4f1d,Ship,2022-02-03,2022-04-08,2022-06-27,Low,Healthy,used,144,Low
Corn,Vasai-Virar,884,0x6d2abf781b94230dfb197355c0a7fde2ecd07d8f570b4505ed5361b10ad71af3,Truck,2022-09-07,2022-10-17,2022-11-26,High,Healthy,used,80,Medium
Potatoes,Gwalior,3365,0xf194f8c60e0a6dc70d95e62a11074dc13e3f669b6b355e9263f686c8f6bc721d,Ship,2020-06-04,2020-08-05,2020-11-03,Medium,Healthy,used,152,Low
Rice,Mumbai,162,0xcf22df755b32769f21079a2794de30cfd7855585a9939a5065c5082da6b55ff3,Truck,2021-03-02,2021-03-21,2021-04-12,High,Infected,used,41,High
Soybeans,Madurai,2191,0xadbaf7361811045a1e0371a0ee51688456c52b7da22e76199cf02e99ae071495,Truck,2021-04-07,2021-06-03,2021-07-11,High,Healthy,used,95,Medium
Potatoes,Mumbai,8879,0x83aab31409dd630c14c5402b2804a506fef7c88cb69c07fda258b47c5b78ed32,Air,2021-09-06,2021-11-17,2022-02-05,High,Infected,not_used,152,Low
Lettuce,Ahmedabad,5583,0xc929ad6cfcebb93d5ae762898cde7c883897f7c25693485bb66a6fff1dbb0ae0,Truck,2022-08-05,2022-10-31,2023-01-01,Low,Infected,used,149,Low
Corn,Amritsar,4614,0xae40a1b4f90d90ddfb96ab5d27518680edeff56d63e27a941f2628001d13b5a3,Ship,2020-05-05,2020-05-29,2020-06-28,Medium,Infected,used,54,High
Tomatoes,Nagpur,8049,0x752344ec4e412d3e6f0fb098ddae1b5d06bc4e9d48a636aaf06dc3700ce444dc,Ship,2022-12-07,2023-03-07,2023-05-28,Low,Infected,not_used,172,Low
Tomatoes,Lucknow,2056,0xd4bce7188a4617a1eeb54c6af30e0965f6b1cce19a95dac77119a1963fdd34d1,Truck,2020-04-04,2020-05-20,2020-07-19,Low,Healthy,used,106,Medium
Tomatoes,Ghaziabad,5412,0x43f476f405e98905ea7c0b963e0ed10948009a156f47cf1d54ae49acf5ee9d25,Air,2021-08-07,2021-10-29,2022-01-21,Medium,Healthy,used,167,Low
Lettuce,Bangalore,9092,0x50fd3e083a712941c910647ba946f4216e35221e615827f8a7bba16b496e66aa,Truck,2021-09-06,2021-10-17,2021-12-02,Medium,Infected,used,87,Medium
Corn,Hyderabad,4331,0x87de685dc30bf782d0d15162d03dad6d14a21cc8766490f0fb5a6eae8af03064,Truck,2022-01-07,2022-01-31,2022-02-12,High,Stunted,not_used,36,High
Tomatoes,Jodhpur,3321,0xfee64d2d1b75a71cb671cbfe71da913f0fc6a430c84134defc2e9c6439f854b9,Ship,2023-04-06,2023-04-25,2023-05-16,Medium,Healthy,used,40,High
Tomatoes,Indore,8595,0xe9faa8cce190e88a4606e5acf214acf9c6feee673f7220d777aeb233b7627a32,Ship,2022-03-05,2022-05-07,2022-07-29,Medium,Stunted,used,146,Low
Corn,Rajkot,5378,0xe67e2f16227a9203902555f53f286b9275222e02d942a94cb2a1640b1c0d1cc0,Truck,2020-04-02,2020-06-12,2020-08-27,Medium,Infected,not_used,147,Low
Lettuce,Pune,945,0x3f03f16eba839494babe4b0ffb2575a2aa8f07a55f86ccefd91d844808c45cc9,Truck,2020-04-02,2020-04-22,2020-05-04,Medium,Infected,used,32,High
Soybeans,Vadodara,8078,0x461e62b0c7bd6dc114b16ec126d320591d04bbd3a6b63a57b4ec64b5f1d0d4c2,Truck,2022-01-06,2022-03-29,2022-06-02,Low,Healthy,not_used,147,Low
Corn,Bangalore,2943,0xba59595203aa94ee59b261df2b2f3206102ac95e648e964265afc43e5ce5d521,Air,2023-11-02,2023-11-12,2023-11-26,Medium,Stunted,used,24,High
Potatoes,Hyderabad,7498,0x68b3d643db1011954713f608c941ae86aab1e212246fe9e33a48fbf26523eb63,Truck,2020-02-01,2020-03-08,2020-04-11,High,Healthy,used,70,Medium
Tomatoes,Allahabad,3929,0xdba3938f4eea5c9a47a085d994db4656c5d5f2b35f15302ee190ccd1c454d1fd,Truck,2020-06-02,2020-06-18,2020-07-12,Medium,Healthy,not_used,40,High
Wheat,Howrah,6846,0x4bb2a661ee98ed5c40ec9f1857f32dae8893d3431a1c68bb4911ba4309d8b59f,Air,2021-12-02,2021-12-27,2022-01-09,Medium,Healthy,not_used,38,High
Lettuce,Pune,7044,0x0a182898efc6211023381085e7b15d845be4633d072d98296280bb276fdcf468,Ship,2021-06-03,2021-06-17,2021-06-28,High,Stunted,used,25,High
Corn,Kalyan-Dombivali,9100,0x529e001c5029d8770d79357c60a28a2877ab69f42a103c65b932f045adac0315,Ship,2020-11-01,2021-01-26,2021-04-08,Low,Infected,used,158,Low
Soybeans,Allahabad,3555,0x15b8046ae39b0f4a9abd4a50b201450e4adb7b464ed444dfc94d4ca77ac3a625,Truck,2022-08-04,2022-08-31,2022-09-10,Low,Infected,used,37,High
Tomatoes,Coimbatore,2474,0x90b2dceafd75ce27acea3b9722485337138fa55bb8c79d2e734f50c6caec966c,Air,2020-08-03,2020-10-11,2020-12-27,Medium,Stunted,not_used,146,Low
Soybeans,Amritsar,5560,0xb5ae160fd14ed08df685d73a3242c87ea0198f4bac2cee6f1e8338f59010dec3,Air,2021-12-01,2022-02-06,2022-04-20,High,Healthy,not_used,140,Low
Soybeans,Gwalior,6910,0x29fdd247fc296d812efb07c5e591e268e75d0b19876f1b9c1dbc42e29e8ad976,Truck,2023-01-06,2023-03-18,2023-06-02,Medium,Infected,used,147,Low
Tomatoes,Raipur,4068,0xd2543a3479beb69aabf51fbf381c3a1f0e4877bd26b8124d60e6777381d63fd6,Truck,2022-10-04,2022-10-30,2022-11-29,Medium,Stunted,used,56,High
Rice,Indore,6657,0xd355bf94090af97ee4706b544fac29d2666e04a9ec93416fb8e875d6d8abf08a,Ship,2021-08-01,2021-08-19,2021-08-31,Low,Infected,used,30,High
Tomatoes,Chandigarh,732,0x93acb3212762d8bf32621da81f0adf05759b3e3b57093d5df1da2b89fca36f70,Air,2022-09-05,2022-10-22,2022-12-21,Medium,Healthy,used,107,Medium
Wheat,Meerut,6249,0x9b0b7b3fb1a549b1a5b1b425bec2bec7e4b999c6588b7685bf545e1b935ee3ad,Air,2021-08-07,2021-10-22,2022-01-13,High,Stunted,used,159,Low
Potatoes,Allahabad,5267,0x10935001bb9ceb791e9df15f478b6c39dd4172b82d94c44b4af2e71500d522e1,Truck,2020-01-03,2020-03-25,2020-06-04,High,Infected,not_used,153,Low
Corn,Bhopal,3664,0x399987c9e73131b07a52585476d97f233b22baf8e89c3e02f2223f4d0363c0d1,Ship,2020-11-07,2020-11-21,2020-12-18,Low,Infected,used,41,High
Lettuce,Vadodara,1414,0xd11482a52670d64528a57544729c9ea19980a878f12fadccc8bed7a30f8171d6,Truck,2020-08-01,2020-09-29,2020-11-07,Low,Infected,not_used,98,Medium
Potatoes,Allahabad,5447,0xa33df11e8a3d6da05bd6b16b864e067afc58aa3604004188370948eb9322bb19,Truck,2023-03-01,2023-04-01,2023-05-07,Medium,Healthy,used,67,Medium
Lettuce,Faridabad,1017,0xb5f916b7130479a090ffb3432a7dea151affdaab99634bb3791bb30485506724,Ship,2020-01-04,2020-03-31,2020-06-23,High,Infected,used,171,Low
Lettuce,Varanasi,9573,0x362ae92bbec7c4090afc0f7833fd0f9d014ac9d86f07ed68c24d8b5c59c1dc5d,Truck,2021-10-04,2021-12-21,2022-02-27,High,Infected,used,146,Low
Rice,Nagpur,7005,0x714f2d0e533aa46c077a4c327c0b7711888d6b8b461e73271f7d733423968999,Air,2021-07-02,2021-09-10,2021-11-27,High,Stunted,not_used,148,Low
Lettuce,Navi Mumbai,9006,0x01319f4bcc23a2f8effb8cad0b3eeb0a976fe381329b6a4abdf04b4b59799463,Ship,2020-10-04,2020-11-01,2020-11-14,Medium,Healthy,not_used,41,High
Potatoes,Visakhapatnam,1168,0xdb2c341a6ed2702e0255e9ad062023b191efcb5e9abdfbf473ddbd9855a81f42,Truck,2020-06-02,2020-07-20,2020-08-23,Low,Stunted,not_used,82,Medium
Wheat,Varanasi,6919,0xfc37c639ca34c2e5208e86fad4a74439474f35b02269add93bde302ecaae8f09,Ship,2021-02-05,2021-03-05,2021-03-24,High,Stunted,used,47,High
Potatoes,Kalyan-Dombivali,3733,0x849ae66b3a8cfc9ebaccbdd370c0257292f446836d0154063fc6979b3a8ed9e0,Truck,2020-11-04,2020-12-25,2021-01-30,Medium,Stunted,used,87,Medium
Rice,Agra,7603,0xda88b5a23e088527f2911c29b5d1b94f53361610595b89690e5b06b38a4cf20d,Air,2020-03-05,2020-05-05,2020-07-27,Medium,Healthy,not_used,144,Low
Rice,Kota,7770,0x2ad4c499ae39ebc063674c7cb70295de8ac024b2ab0eaa61b6a622eca885626d,Air,2023-04-07,2023-06-29,2023-09-02,Medium,Infected,not_used,148,Low
Wheat,Aurangabad,8828,0x64983f9895bcfcc74259a7106d9bdb73363ecfe50b9438cdf5f0e285016d78a7,Air,2020-05-07,2020-06-28,2020-08-23,Medium,Healthy,not_used,108,Medium
Potatoes,Agra,8632,0x2b251231a65d65ad39199e48c554de1c5fc5c2b616d5a2dc307f85ade7fd64b8,Ship,2020-01-06,2020-03-28,2020-06-23,Low,Infected,not_used,169,Low
Lettuce,Navi Mumbai,5760,0xc3b3d72a7349d7b9b9fa45174793534880caeb4a89b718ea011b334f6988314d,Truck,2020-09-07,2020-11-02,2020-12-18,High,Stunted,used,102,Medium
Lettuce,Ahmedabad,2721,0x72f5738529958953937fbe68444f59b62c9ca7f3a955635ac31fbefcfa7628b9,Air,2021-02-02,2021-02-22,2021-03-16,High,Healthy,used,42,High
Corn,Kalyan-Dombivali,7809,0xc55ab6d6d2e10e5f3e06302e6bc846c3f349c0816cddcb00e7db8118fdf103a7,Air,2022-08-01,2022-09-17,2022-11-08,High,Stunted,used,99,Medium
Rice,Thane,9433,0xbd836e92a9a2907718c80679b9b1b2e2d9fee56405153216c1c42b5784d48dc9,Air,2022-04-04,2022-06-27,2022-09-07,Low,Healthy,not_used,156,Low
Tomatoes,Rajkot,6409,0xd332ab3630c8b1ef0b17fb2827b02288af46091eae76a8c6253caa8aa6a91a84,Air,2020-09-07,2020-11-18,2021-02-03,Medium,Infected,not_used,149,Low
Potatoes,Bhopal,4300,0xcc5bec21bb007e5566b1d098c9053d2cb9b408139638bfbb92f130bef126d716,Air,2021-11-05,2021-12-29,2022-02-03,High,Infected,used,90,Medium
Wheat,Jodhpur,6520,0x76adfbc29f51e0a528a5aa3b0df79c0ef07557748cc4661bdee285a0196977aa,Truck,2022-03-01,2022-03-19,2022-04-10,Low,Infected,not_used,40,High
Tomatoes,Hyderabad,6418,0x2144168aaca5426a972be67ae1bc92806232a6c0a91e151d97fd39bb3c4ead4f,Truck,2022-04-02,2022-05-18,2022-07-10,Low,Stunted,used,99,Medium
Rice,Howrah,9439,0x61ac33d63d38b3b6944a8d34ed3966c14b6e26322e68902aa3f33a4ca7490013,Ship,2020-10-03,2020-11-23,2021-01-06,Medium,Stunted,used,95,Medium
Lettuce,Amritsar,7211,0x67dd171fdf56f9b70ab40b9ebb5dc262b931d171fe857faff8831b58a7ae833d,Truck,2023-02-02,2023-02-13,2023-03-12,High,Stunted,not_used,38,High
Soybeans,Nashik,7019,0xb9bd53d681101328cb47155a94bc55cf10f8baec18742c2ff6b427a49e2ba666,Truck,2020-09-01,2020-09-12,2020-10-05,High,Healthy,used,34,High
Potatoes,Raipur,4771,0xc76fa065b3efdc469705077f1f986cf1f38a9270650a4062d1470d96c0969164,Truck,2023-10-04,2023-10-25,2023-11-17,Medium,Stunted,not_used,44,High
Potatoes,Delhi,737,0xaf3e90290fa60aaa19cd04da80832a7e7fcc91dd38931a296746f2376d201bf1,Ship,2022-03-01,2022-03-24,2022-04-23,High,Stunted,not_used,53,High
Lettuce,Indore,4433,0x2499bf361fa44e8017128657cb108de6e104af0a1f26263df84899f2afb1819f,Ship,2021-04-01,2021-04-14,2021-05-10,Low,Stunted,not_used,39,High
Soybeans,Srinagar,7169,0x99166af65a68293346640a801523ee82205c6f69ffe84598aaa522282901c9ca,Ship,2023-01-02,2023-01-22,2023-02-08,Low,Infected,not_used,37,High
Wheat,Patna,1805,0x5dfb83598fe40ef2431c165bd4b275990fbc9fdab499f320f8311c27d0445c3f,Truck,2020-03-02,2020-04-19,2020-05-30,Low,Stunted,used,89,Medium
Soybeans,Dhanbad,150,0xebfa62cb20d20663a984b233698cfa41fe3749ba5af65e71956f101ffbdbbd4a,Air,2023-06-03,2023-08-08,2023-10-16,Low,Healthy,used,135,Low
Tomatoes,Navi Mumbai,7212,0x6e983baf28f45c34f8868e34edb5936480b81efac05ac2811d75f13061c5e195,Truck,2023-12-06,2024-02-10,2024-04-30,Medium,Infected,used,146,Low
Tomatoes,Rajkot,7691,0xd38306bc66d7a1e02a3138845ad54422179ba922a49482469cb0a6d15e4dbcd7,Air,2020-12-04,2021-02-06,2021-04-21,Medium,Healthy,not_used,138,Low
Wheat,Amritsar,2285,0x4f9bf6283547218646da47395c0397062ce0cea51bb91ef409921a2281eba492,Ship,2023-12-02,2024-02-23,2024-04-29,Medium,Infected,not_used,149,Low
Tomatoes,Kalyan-Dombivali,9306,0x0d4211384e324b6e1ff5b74e663d03743ef33ecfa061c4896367537d98d2e9fa,Air,2023-02-04,2023-04-26,2023-07-03,High,Infected,not_used,149,Low
Wheat,Ranchi,2894,0x6c1257dbc0a9ee98faf80e942f81fcfbea1d992adccbb024277f00dd58d4b87e,Air,2020-06-07,2020-07-23,2020-08-30,Medium,Stunted,used,84,Medium
Soybeans,Jodhpur,7325,0x6d0557a80ba60cded9d7ece7ca986101356262611fd1859360b0b2e2e7e74b4a,Air,2022-02-01,2022-04-24,2022-07-11,Low,Infected,not_used,160,Low
Wheat,Bangalore,6936,0x139634bfd584126dc8edbe63e72e8c265b76eefd6f6dcb8325bfe12646adef4d,Air,2022-10-06,2022-11-22,2022-12-26,Medium,Stunted,not_used,81,Medium
Corn,Ghaziabad,1572,0xcae61867dbbf3d7a74d2cbc21212a007b1ce97bcfb6c1242a12a87077ae2bfc9,Air,2021-11-03,2022-01-11,2022-04-10,High,Infected,not_used,158,Low
Rice,Kota,3680,0xaf9a707589368636960201c3cc7bc484856c3c5734def71163273731707298f5,Ship,2022-09-05,2022-11-04,2022-12-16,Low,Healthy,not_used,102,Medium
Wheat,Kolkata,4735,0x7d2b7d4fd0e9e9aa7da92119a71e872d665c4b5b575a8012871dccb28d95e328,Ship,2022-10-02,2022-12-22,2023-03-20,Medium,Healthy,used,169,Low
Soybeans,Ghaziabad,883,0xf9be7b8283a306f80b8fa5a27e80c284b5df2b7d9d31fec4fc59c5d9fe8d5839,Ship,2022-05-03,2022-07-14,2022-10-02,Low,Infected,used,152,Low
Potatoes,Kota,2775,0x05f2b9a36916874bf872654d6cb49eab176d870e2b37d1a621a7ef834e3c82c0,Air,2022-10-04,2022-12-08,2023-02-07,High,Stunted,not_used,126,Low
Lettuce,Agra,927,0xc68cf036240ad68d01bf465d95a6b5153cf2cbe3085c7cfc8f1083a380f29c42,Air,2022-06-06,2022-07-22,2022-08-30,Medium,Infected,not_used,85,Medium
Corn,Faridabad,3563,0x04e221e681c102d4b1707c635f785b991da198d0c93fd02c0b67289a3b22c2aa,Truck,2022-03-06,2022-05-26,2022-08-02,Medium,Infected,used,149,Low
Corn,Allahabad,2043,0x2abc81a63b6a7f41f48397b41fe24d2443e3024035dcb3e9c9b3bd7e9ecfa975,Ship,2021-05-07,2021-06-13,2021-08-11,Low,Stunted,used,96,Medium
Lettuce,Lucknow,8357,0x702634d74bba084a58dd2f3859e2d0030d8c88d7f1645b9e9265612ceeae6391,Ship,2021-03-01,2021-03-12,2021-04-10,High,Infected,used,40,High
Corn,Delhi,1332,0x29adebec9813603cd74e13c171724c0d053def39b5aaa5fbd20586d53addc343,Air,2020-01-01,2020-02-24,2020-04-21,Medium,Healthy,not_used,111,Medium
Wheat,Gwalior,895,0xe65ec0f919f669d876dd7c1db923b5448711c353832e3d0c0b826309e27a8579,Truck,2021-02-01,2021-04-19,2021-07-12,Medium,Stunted,not_used,161,Low
Soybeans,Jabalpur,4320,0x243629529af16b11fc6d704a74939fbb8e3ac004aafc9b0c5a6839af84fef180,Ship,2023-06-05,2023-07-31,2023-09-24,Medium,Healthy,used,111,Medium
Rice,Ghaziabad,4285,0x990ccd8f4524b09e097e7cbf4cae262b3e9ff80da5fe1214820ab3ecab6c66e8,Truck,2020-02-02,2020-04-18,2020-07-17,Low,Infected,not_used,166,Low
Rice,Madurai,553,0xeb496fbf43f694845e94a0b4dde39fdfcc654c11800ea4b96b0620ff1ed853b0,Truck,2023-02-04,2023-02-21,2023-03-08,High,Stunted,not_used,32,High
Corn,Jodhpur,6750,0xeb3bf62209b2bddd3772a031b1071ad7e0f26057e7a0cc949a9a5f21348d3c40,Truck,2023-07-01,2023-08-22,2023-10-05,Medium,Infected,not_used,96,Medium
Lettuce,Howrah,552,0x4f9b5db9972d7fb3476d6f97ac4a90b237b4dd8fe358deb19735d111489bb52a,Truck,2020-12-03,2020-12-27,2021-01-08,High,Infected,not_used,36,High
Potatoes,Srinagar,4645,0xde3a3b17e917ceceafff124e72aaa81f4f96d308a17694a1fbe211bbdc1e125e,Ship,2023-05-01,2023-07-29,2023-10-18,Medium,Stunted,not_used,170,Low
Corn,Chennai,1772,0xddf07583093717bd0c9d5768348b264e41267a54cf79368229f13075eadef026,Ship,2021-05-04,2021-05-17,2021-06-11,High,Healthy,used,38,High
Soybeans,Patna,5926,0xc07d2886d651f5a56ca78ce803f69a70fb02b69cd6be85ffa517c6d6146c9668,Air,2023-10-01,2023-10-20,2023-11-02,High,Healthy,used,32,High
Rice,Faridabad,5367,0xc557f3e2b573e0d6921a4bcd2790641653959dbe00730377f982595cf06b6646,Air,2022-02-05,2022-03-02,2022-03-16,High,Healthy,used,39,High
